Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.62,"0.692 (0.639, 0.639)","0.874 (0.872, 0.872)","0.276 (0.241, 0.241)","0.900 (0.896, 0.896)","0.092 (0.077, 0.077)",AlloSure
0.63,"0.692 (0.639, 0.639)","0.874 (0.872, 0.872)","0.276 (0.241, 0.241)","0.900 (0.896, 0.896)","0.092 (0.077, 0.077)",AlloSure
0.64,"0.692 (0.639, 0.639)","0.875 (0.872, 0.872)","0.241 (0.238, 0.238)","0.902 (0.896, 0.896)","0.081 (0.077, 0.077)",AlloSure
0.65,"0.692 (0.639, 0.639)","0.879 (0.872, 0.872)","0.241 (0.238, 0.238)","0.906 (0.896, 0.896)","0.081 (0.077, 0.077)",AlloSure
0.66,"0.692 (0.639, 0.639)","0.879 (0.873, 0.873)","0.241 (0.238, 0.238)","0.906 (0.897, 0.897)","0.083 (0.078, 0.078)",AlloSure
0.67,"0.692 (0.639, 0.639)","0.881 (0.873, 0.873)","0.241 (0.238, 0.238)","0.907 (0.897, 0.897)","0.085 (0.080, 0.080)",AlloSure
0.68,"0.692 (0.639, 0.639)","0.881 (0.873, 0.873)","0.241 (0.238, 0.238)","0.907 (0.897, 0.897)","0.085 (0.081, 0.081)",AlloSure
0.6900000000000001,"0.692 (0.639, 0.639)","0.885 (0.873, 0.873)","0.241 (0.238, 0.238)","0.912 (0.897, 0.897)","0.085 (0.081, 0.081)",AlloSure
0.7000000000000001,"0.692 (0.639, 0.639)","0.885 (0.874, 0.874)","0.241 (0.238, 0.238)","0.912 (0.897, 0.897)","0.086 (0.083, 0.083)",AlloSure
0.71,"0.692 (0.639, 0.639)","0.886 (0.877, 0.877)","0.241 (0.238, 0.238)","0.913 (0.901, 0.901)","0.086 (0.084, 0.084)",AlloSure
0.72,"0.692 (0.639, 0.639)","0.887 (0.877, 0.877)","0.241 (0.238, 0.238)","0.915 (0.901, 0.901)","0.088 (0.073, 0.073)",AlloSure
0.73,"0.692 (0.639, 0.639)","0.887 (0.878, 0.878)","0.241 (0.238, 0.238)","0.915 (0.902, 0.902)","0.089 (0.074, 0.074)",AlloSure
0.74,"0.692 (0.639, 0.639)","0.889 (0.880, 0.880)","0.241 (0.238, 0.238)","0.916 (0.904, 0.904)","0.089 (0.074, 0.074)",AlloSure
0.75,"0.692 (0.639, 0.639)","0.889 (0.881, 0.881)","0.241 (0.238, 0.238)","0.916 (0.905, 0.905)","0.091 (0.076, 0.076)",AlloSure
0.76,"0.692 (0.639, 0.639)","0.889 (0.881, 0.881)","0.241 (0.238, 0.238)","0.916 (0.905, 0.905)","0.091 (0.076, 0.076)",AlloSure
0.77,"0.692 (0.639, 0.639)","0.889 (0.881, 0.881)","0.241 (0.238, 0.238)","0.916 (0.905, 0.905)","0.093 (0.077, 0.077)",AlloSure
0.78,"0.692 (0.639, 0.639)","0.890 (0.882, 0.882)","0.241 (0.238, 0.238)","0.918 (0.905, 0.905)","0.094 (0.079, 0.079)",AlloSure
0.79,"0.692 (0.639, 0.639)","0.893 (0.882, 0.882)","0.241 (0.238, 0.238)","0.920 (0.905, 0.905)","0.098 (0.079, 0.079)",AlloSure
0.8,"0.692 (0.639, 0.639)","0.893 (0.882, 0.882)","0.241 (0.238, 0.238)","0.920 (0.907, 0.907)","0.098 (0.079, 0.079)",AlloSure
0.81,"0.692 (0.639, 0.639)","0.894 (0.882, 0.882)","0.241 (0.238, 0.238)","0.922 (0.907, 0.907)","0.098 (0.079, 0.079)",AlloSure
0.8200000000000001,"0.692 (0.639, 0.639)","0.894 (0.884, 0.884)","0.241 (0.238, 0.238)","0.922 (0.908, 0.908)","0.100 (0.079, 0.079)",AlloSure
0.8300000000000001,"0.692 (0.639, 0.639)","0.894 (0.884, 0.884)","0.241 (0.238, 0.238)","0.922 (0.908, 0.908)","0.106 (0.080, 0.080)",AlloSure
0.84,"0.692 (0.639, 0.639)","0.896 (0.884, 0.884)","0.241 (0.238, 0.238)","0.923 (0.908, 0.908)","0.107 (0.080, 0.080)",AlloSure
0.85,"0.692 (0.639, 0.639)","0.896 (0.885, 0.885)","0.241 (0.238, 0.238)","0.923 (0.908, 0.908)","0.107 (0.081, 0.081)",AlloSure
0.86,"0.692 (0.639, 0.639)","0.896 (0.888, 0.888)","0.241 (0.238, 0.238)","0.923 (0.911, 0.911)","0.110 (0.083, 0.083)",AlloSure
0.87,"0.692 (0.639, 0.639)","0.897 (0.889, 0.889)","0.241 (0.238, 0.238)","0.925 (0.911, 0.911)","0.110 (0.085, 0.085)",AlloSure
0.88,"0.692 (0.639, 0.639)","0.899 (0.891, 0.891)","0.241 (0.238, 0.238)","0.926 (0.912, 0.912)","0.111 (0.086, 0.086)",AlloSure
0.89,"0.692 (0.639, 0.639)","0.900 (0.892, 0.892)","0.241 (0.238, 0.238)","0.928 (0.913, 0.913)","0.113 (0.087, 0.087)",AlloSure
0.9,"0.692 (0.639, 0.639)","0.900 (0.893, 0.893)","0.241 (0.238, 0.238)","0.928 (0.913, 0.913)","0.113 (0.088, 0.088)",AlloSure
0.91,"0.692 (0.639, 0.639)","0.901 (0.895, 0.895)","0.241 (0.238, 0.238)","0.929 (0.916, 0.916)","0.114 (0.090, 0.090)",AlloSure
0.92,"0.692 (0.639, 0.639)","0.901 (0.896, 0.896)","0.241 (0.238, 0.238)","0.929 (0.918, 0.918)","0.114 (0.091, 0.091)",AlloSure
0.93,"0.692 (0.639, 0.639)","0.901 (0.896, 0.896)","0.241 (0.238, 0.238)","0.931 (0.920, 0.920)","0.114 (0.091, 0.091)",AlloSure
0.9400000000000001,"0.692 (0.639, 0.639)","0.901 (0.899, 0.899)","0.241 (0.238, 0.238)","0.932 (0.922, 0.922)","0.119 (0.094, 0.094)",AlloSure
0.9500000000000001,"0.692 (0.639, 0.639)","0.901 (0.900, 0.900)","0.241 (0.238, 0.238)","0.932 (0.922, 0.922)","0.119 (0.095, 0.095)",AlloSure
0.96,"0.692 (0.639, 0.639)","0.904 (0.900, 0.900)","0.241 (0.238, 0.238)","0.933 (0.923, 0.923)","0.122 (0.095, 0.095)",AlloSure
0.97,"0.692 (0.639, 0.639)","0.904 (0.902, 0.902)","0.238 (0.207, 0.207)","0.933 (0.924, 0.924)","0.115 (0.097, 0.097)",AlloSure
0.98,"0.692 (0.639, 0.639)","0.903 (0.903, 0.903)","0.238 (0.172, 0.172)","0.933 (0.926, 0.926)","0.098 (0.098, 0.098)",AlloSure
0.99,"0.692 (0.639, 0.639)","0.904 (0.903, 0.903)","0.238 (0.172, 0.172)","0.934 (0.926, 0.926)","0.102 (0.098, 0.098)",AlloSure
1.0,"0.692 (0.639, 0.639)","0.906 (0.905, 0.905)","0.238 (0.172, 0.172)","0.936 (0.926, 0.926)","0.102 (0.102, 0.102)",AlloSure
1.01,"0.692 (0.639, 0.639)","0.906 (0.905, 0.905)","0.238 (0.172, 0.172)","0.936 (0.926, 0.926)","0.104 (0.102, 0.102)",AlloSure
0.0,"0.645 (0.623, 0.623)","0.036 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.036 (0.029, 0.029)",Logistic Regression
0.01,"0.645 (0.623, 0.623)","0.036 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.036 (0.029, 0.029)",Logistic Regression
0.02,"0.645 (0.623, 0.623)","0.043 (0.042, 0.042)","0.966 (0.966, 0.966)","0.010 (0.010, 0.010)","0.036 (0.029, 0.029)",Logistic Regression
0.03,"0.645 (0.623, 0.623)","0.302 (0.296, 0.296)","0.762 (0.759, 0.759)","0.288 (0.283, 0.283)","0.039 (0.031, 0.031)",Logistic Regression
0.04,"0.645 (0.623, 0.623)","0.899 (0.896, 0.896)","0.276 (0.238, 0.238)","0.922 (0.920, 0.920)","0.102 (0.098, 0.098)",Logistic Regression
0.05,"0.645 (0.623, 0.623)","0.934 (0.932, 0.932)","0.069 (0.048, 0.048)","0.964 (0.964, 0.964)","0.083 (0.062, 0.062)",Logistic Regression
0.06,"0.645 (0.623, 0.623)","0.946 (0.945, 0.945)","0.048 (0.000, 0.000)","0.978 (0.977, 0.977)","0.111 (0.000, 0.000)",Logistic Regression
0.07,"0.645 (0.623, 0.623)","0.951 (0.947, 0.947)","0.048 (0.000, 0.000)","0.984 (0.982, 0.982)","0.083 (0.000, 0.000)",Logistic Regression
0.08,"0.645 (0.623, 0.623)","0.953 (0.952, 0.952)","0.048 (0.000, 0.000)","0.987 (0.985, 0.985)","0.100 (0.000, 0.000)",Logistic Regression
0.09,"0.645 (0.623, 0.623)","0.956 (0.956, 0.956)","0.000 (0.000, 0.000)","0.991 (0.988, 0.988)","0.000 (0.000, 0.000)",Logistic Regression
0.1,"0.645 (0.623, 0.623)","0.959 (0.957, 0.957)","0.000 (0.000, 0.000)","0.993 (0.992, 0.992)","0.000 (0.000, 0.000)",Logistic Regression
0.11,"0.645 (0.623, 0.623)","0.959 (0.958, 0.958)","0.000 (0.000, 0.000)","0.994 (0.993, 0.993)","0.000 (0.000, 0.000)",Logistic Regression
0.12,"0.645 (0.623, 0.623)","0.959 (0.959, 0.959)","0.000 (0.000, 0.000)","0.995 (0.995, 0.995)","0.000 (0.000, 0.000)",Logistic Regression
0.13,"0.645 (0.623, 0.623)","0.960 (0.960, 0.960)","0.000 (0.000, 0.000)","0.996 (0.995, 0.995)","0.000 (0.000, 0.000)",Logistic Regression
0.14,"0.645 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","0.997 (0.995, 0.995)","0.000 (0.000, 0.000)",Logistic Regression
0.15,"0.645 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","0.997 (0.996, 0.996)","0.000 (0.000, 0.000)",Logistic Regression
0.16,"0.645 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","0.997 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.17,"0.645 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","0.997 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.18,"0.645 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.19,"0.645 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.2,"0.645 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.21,"0.645 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.22,"0.645 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.23,"0.645 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.24,"0.645 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.25,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.26,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.27,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.28,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.29,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.3,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.31,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.32,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.33,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.34,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.35000000000000003,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.36,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.37,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.38,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.39,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.4,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.41000000000000003,"0.645 (0.623, 0.623)","0.963 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.42,"0.645 (0.623, 0.623)","0.964 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.43,"0.645 (0.623, 0.623)","0.964 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.44,"0.645 (0.623, 0.623)","0.964 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.45,"0.645 (0.623, 0.623)","0.964 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.46,"0.645 (0.623, 0.623)","0.964 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.47000000000000003,"0.645 (0.623, 0.623)","0.964 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.48,"0.645 (0.623, 0.623)","0.964 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.49,"0.645 (0.623, 0.623)","0.964 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5,"0.645 (0.623, 0.623)","0.964 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.51,"0.645 (0.623, 0.623)","0.964 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.52,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.53,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.54,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.55,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.56,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5700000000000001,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.58,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.59,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.61,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.62,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.63,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.64,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.65,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.66,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.67,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.68,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6900000000000001,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.7000000000000001,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.71,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.72,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.73,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.74,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.75,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.76,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.77,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.78,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.79,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.81,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8200000000000001,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8300000000000001,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.84,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.85,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.86,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.87,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.88,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.89,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.91,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.92,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.93,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9400000000000001,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9500000000000001,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.96,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.97,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.98,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.99,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
1.0,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
1.01,"0.645 (0.623, 0.623)","0.964 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.0,"0.644 (0.623, 0.623)","0.036 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.036 (0.029, 0.029)",Logistic Regression w/ rej
0.01,"0.644 (0.623, 0.623)","0.036 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.036 (0.029, 0.029)",Logistic Regression w/ rej
0.02,"0.644 (0.623, 0.623)","0.042 (0.038, 0.038)","0.966 (0.966, 0.966)","0.010 (0.009, 0.009)","0.036 (0.029, 0.029)",Logistic Regression w/ rej
0.03,"0.644 (0.623, 0.623)","0.295 (0.288, 0.288)","0.762 (0.762, 0.762)","0.281 (0.275, 0.275)","0.039 (0.031, 0.031)",Logistic Regression w/ rej
0.04,"0.644 (0.623, 0.623)","0.900 (0.897, 0.897)","0.276 (0.238, 0.238)","0.922 (0.922, 0.922)","0.106 (0.098, 0.098)",Logistic Regression w/ rej
0.05,"0.644 (0.623, 0.623)","0.937 (0.936, 0.936)","0.069 (0.048, 0.048)","0.966 (0.966, 0.966)","0.095 (0.067, 0.067)",Logistic Regression w/ rej
0.06,"0.644 (0.623, 0.623)","0.947 (0.945, 0.945)","0.048 (0.000, 0.000)","0.978 (0.977, 0.977)","0.111 (0.000, 0.000)",Logistic Regression w/ rej
0.07,"0.644 (0.623, 0.623)","0.951 (0.949, 0.949)","0.048 (0.000, 0.000)","0.984 (0.984, 0.984)","0.083 (0.000, 0.000)",Logistic Regression w/ rej
0.08,"0.644 (0.623, 0.623)","0.954 (0.954, 0.954)","0.048 (0.000, 0.000)","0.990 (0.986, 0.986)","0.125 (0.000, 0.000)",Logistic Regression w/ rej
0.09,"0.644 (0.623, 0.623)","0.959 (0.956, 0.956)","0.000 (0.000, 0.000)","0.993 (0.990, 0.990)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.1,"0.644 (0.623, 0.623)","0.960 (0.958, 0.958)","0.000 (0.000, 0.000)","0.993 (0.993, 0.993)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.11,"0.644 (0.623, 0.623)","0.959 (0.958, 0.958)","0.000 (0.000, 0.000)","0.995 (0.994, 0.994)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.12,"0.644 (0.623, 0.623)","0.960 (0.960, 0.960)","0.000 (0.000, 0.000)","0.996 (0.995, 0.995)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.13,"0.644 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","0.997 (0.995, 0.995)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.14,"0.644 (0.623, 0.623)","0.962 (0.960, 0.960)","0.000 (0.000, 0.000)","0.997 (0.996, 0.996)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
